,url,date,topics
732,https://www.bbc.com//news/explainers-53337780,12 Jun 2021,"['Black Lives Matter', 'Racism', 'US race relations', 'United States']"
733,https://www.bbc.com//news/world-latin-america-66053560,25 Aug 2023,"['Housing', 'Sao Paulo', 'Brazil']"
734,https://www.bbc.com//news/uk-politics-53267989,2 Jul 2020,['no_topics']
735,https://www.bbc.com//news/education-40259449,13 Jun 2017,['no_topics']
736,https://www.bbc.com//news/in-pictures-46262329,21 Nov 2018,['no_topics']
737,https://www.bbc.com//news/education-40898523,13 Aug 2017,['no_topics']
738,https://www.bbc.com//news/health-53035054,13 Jun 2020,['no_topics']
739,https://www.bbc.com//news/technology-60044527,19 Jan 2022,['no_topics']
740,https://www.bbc.com//news/health-56813982,5 May 2021,"['Medical research', 'Social inequality', 'Coronavirus vaccines', 'Vaccination', 'Racism']"
741,https://www.bbc.com//news/uk-scotland-scotland-business-54348256,29 Sep 2020,['no_topics']
742,https://www.bbc.com//news/world-us-canada-43119205,25 Feb 2018,['no_topics']
743,https://www.bbc.com//news/business-58556777,19 Sep 2021,['no_topics']
744,https://www.bbc.com//news/uk-england-devon-61241981,28 Apr 2022,"['Social mobility', 'Exeter']"
745,https://www.bbc.com//news/world-middle-east-46037819,2 Nov 2018,['no_topics']
746,https://www.bbc.com//news/uk-scotland-43642556,4 Apr 2018,['no_topics']
747,https://www.bbc.com//news/business-57746622,7 Jul 2021,"['Companies', 'Wetherspoons', 'Hospitality industry', 'Pubs']"
748,https://www.bbc.com//news/business-61479993,18 May 2022,"['Economic inequality', 'Panama', 'Radio', 'Rainforests']"
749,https://www.bbc.com//news/world-us-canada-47446913,5 Mar 2019,['no_topics']
750,https://www.bbc.com//news/education-58013607,6 Aug 2021,"['Schools', 'Social mobility', 'Universities', 'Grammar schools', 'Students', 'University of Oxford', 'Young people']"
751,https://www.bbc.com//news/world-europe-48450014,29 May 2019,['no_topics']
752,https://www.bbc.com//news/business-41732356,24 Oct 2017,['no_topics']
753,https://www.bbc.com//news/world-us-canada-52984537,10 Jun 2020,['no_topics']
754,https://www.bbc.com//news/world-latin-america-45179671,14 Aug 2018,['no_topics']
755,https://www.bbc.com//news/business-41160748,5 Sep 2017,['no_topics']
756,https://www.bbc.com//news/newsbeat-53313741,6 Jul 2020,['no_topics']
757,https://www.bbc.com//news/education-40583528,13 Jul 2017,['no_topics']
758,https://www.bbc.com//news/business-47532522,12 Mar 2019,['no_topics']
759,https://www.bbc.com//news/world-africa-11387879,22 Sep 2010,['no_topics']
760,https://www.bbc.com//news/business-56665505,7 Apr 2021,"['International Monetary Fund (IMF)', 'Tax', 'Economics']"
761,https://www.bbc.com//news/uk-politics-56264885,3 Mar 2021,"['HM Treasury', 'Rishi Sunak', 'UK economy', 'Budget 2021']"
762,https://www.bbc.com//news/world-middle-east-57672706,9 Jul 2021,"['Egypt', 'Women', ""Women's rights""]"
763,https://www.bbc.com//news/health-43058394,15 Feb 2018,['no_topics']
764,https://www.bbc.com//news/entertainment-arts-43470327,20 Mar 2018,['no_topics']
765,https://www.bbc.com//news/uk-53556519,28 Jul 2020,['no_topics']
766,https://www.bbc.com//news/uk-wales-45830060,11 Oct 2018,['no_topics']
767,https://www.bbc.com//news/world-us-canada-47643630,21 Mar 2019,['no_topics']
768,https://www.bbc.com//news/world-us-canada-43119205,25 Feb 2018,['no_topics']
769,https://www.bbc.com//news/business-58556777,19 Sep 2021,['no_topics']
770,https://www.bbc.com//news/world-55793575,25 Jan 2021,"['Coronavirus lockdown measures', 'Poverty', 'Economics', 'Oxfam']"
771,https://www.bbc.com//news/uk-england-devon-61241981,28 Apr 2022,"['Social mobility', 'Exeter']"
772,https://www.bbc.com//news/world-middle-east-46037819,2 Nov 2018,['no_topics']
773,https://www.bbc.com//news/business-59466051,2 Dec 2021,"['Money', 'Personal finance', 'Charities', 'Life', 'Lifestyle']"
774,https://www.bbc.com//news/uk-england-south-yorkshire-63304617,19 Oct 2022,"['Cycling', 'Doncaster']"
775,https://www.bbc.com//news/uk-wales-56830389,25 Apr 2021,"['Wales', 'Unemployment', 'Coronavirus lockdown measures', 'Careers', 'Wales business', 'Retailing', 'Employment', 'Hospitality industry', 'Wales education', 'Young people', 'Wales economy']"
776,https://www.bbc.com//news/uk-england-tees-52354430,23 Apr 2020,['no_topics']
777,https://www.bbc.com//news/uk-scotland-scotland-business-54188021,17 Sep 2020,['no_topics']
778,https://www.bbc.com//news/uk-england-leicestershire-53263733,2 Jul 2020,['no_topics']
779,https://www.bbc.com//news/newsbeat-45474286,12 Sep 2018,['no_topics']
780,https://www.bbc.com//news/world-latin-america-19356356,20 Nov 2017,['no_topics']
781,https://www.bbc.com//news/disability-66954782,29 Sep 2023,"['Disability', 'London']"
782,https://www.bbc.com//news/blogs-trending-44237876,24 May 2018,['no_topics']
783,https://www.bbc.com//news/uk-scotland-55325281,15 Dec 2020,"['Unemployment', 'Coronavirus lockdown measures', 'Scotland economy', 'Economics', 'Employment', 'UK economy', 'Coronavirus pandemic']"
784,https://www.bbc.com//news/uk-england-bristol-64742429,19 Mar 2023,"['Schools', 'Sexism', 'Women', 'Andrew Tate', 'Young people']"
785,https://www.bbc.com//news/uk-politics-53093244,18 Jun 2020,['no_topics']
786,https://www.bbc.com//news/world-asia-india-50048519,15 Oct 2019,['no_topics']
787,https://www.bbc.com//news/education-46049154,6 Nov 2018,['no_topics']
788,https://www.bbc.com//news/election-2019-50459501,19 Nov 2019,['no_topics']
789,https://www.bbc.com//news/election-2019-50325059,7 Nov 2019,['no_topics']
790,https://www.bbc.com//news/uk-wales-45967775,25 Oct 2018,['no_topics']
791,https://www.bbc.com//news/world-asia-india-64449573,31 Jan 2023,"['Asia', 'India']"
792,https://www.bbc.com//news/world-europe-jersey-59650674,17 Dec 2021,['States of Jersey']
793,https://www.bbc.com//news/education-53908801,26 Aug 2020,['no_topics']
794,https://www.bbc.com//news/uk-england-cambridgeshire-43870447,23 Apr 2018,['no_topics']
795,https://www.bbc.com//news/world-asia-36253612,10 May 2016,['no_topics']
796,https://www.bbc.com//news/health-53035054,13 Jun 2020,['no_topics']
797,https://www.bbc.com//news/health-56813982,5 May 2021,"['Medical research', 'Social inequality', 'Coronavirus vaccines', 'Vaccination', 'Racism']"
798,https://www.bbc.com//news/uk-scotland-scotland-business-54348256,29 Sep 2020,['no_topics']
799,https://www.bbc.com//news/blogs-the-papers-59632045,13 Dec 2021,['no_topics']
800,https://www.bbc.com//news/uk-england-bristol-52941483,10 Jun 2020,['no_topics']
801,https://www.bbc.com//news/uk-scotland-51279966,28 Jan 2020,['no_topics']
802,https://www.bbc.com//news/world-latin-america-54643589,24 Oct 2020,['no_topics']
803,https://www.bbc.com//news/uk-56263268,3 Mar 2021,"['Keir Starmer', 'UK Parliament', 'Rishi Sunak', 'UK economy', 'Budget 2021']"
804,https://www.bbc.com//news/uk-52574931,7 May 2020,['no_topics']
805,https://www.bbc.com//news/business-55569760,8 Jan 2021,"['Coronavirus lockdown measures', 'Global economy', 'OECD']"
806,https://www.bbc.com//news/world-46140105,16 Nov 2018,['no_topics']
807,https://www.bbc.com//news/uk-politics-56515028,25 Mar 2021,"['Coronavirus lockdown measures', 'Social care', 'Coronavirus testing', 'NHS']"
808,https://www.bbc.com//news/election-2019-50291676,11 Dec 2019,['no_topics']
809,https://www.bbc.com//news/world-us-canada-52917986,4 Jun 2020,['no_topics']
810,https://www.bbc.com//news/uk-scotland-tayside-central-51545113,20 Feb 2020,['no_topics']
811,https://www.bbc.com//news/uk-england-tyne-63790783,29 Nov 2022,"['Bishop Auckland', 'University of Durham', 'Donald Trump', 'George W Bush', 'Durham']"
812,https://www.bbc.com//news/business-46539473,12 Dec 2018,['no_topics']
813,https://www.bbc.com//news/uk-england-66201917,2 Aug 2023,"['Brighton Shoreham Airport', 'Lee-on-the-Solent', 'Women', 'Southampton', 'Bournemouth', 'Air travel', 'Chichester/Goodwood Airport']"
814,https://www.bbc.com//news/uk-50661588,27 Dec 2019,['no_topics']
815,https://www.bbc.com//news/world-europe-isle-of-man-65143212,31 Mar 2023,"['Employment tribunals', 'Whistleblowers']"
816,https://www.bbc.com//news/election-2019-50701824,8 Dec 2019,['no_topics']
817,https://www.bbc.com//news/election-2019-50600212,29 Nov 2019,['no_topics']
818,https://www.bbc.com//news/uk-scotland-scotland-politics-56395648,15 Mar 2021,"['Boris Johnson', 'Scottish Conservatives', 'Douglas Ross', 'SNP (Scottish National Party)']"
819,https://www.bbc.com//news/uk-england-london-56739579,20 Apr 2021,"['Conservative Party', 'London elections 2021', 'Shaun Bailey', 'Mayor of London', 'UKIP (UK Independence Party)', 'London', 'Green Party (England and Wales)', 'Labour Party', 'Liberal Democrats', 'Sian Berry', 'Sadiq Khan']"
820,https://www.bbc.com//news/business-43504015,10 May 2018,['no_topics']
821,https://www.bbc.com//news/business-42703841,23 Jan 2018,['no_topics']
822,https://www.bbc.com//news/entertainment-arts-45407983,4 Sep 2018,['no_topics']
823,https://www.bbc.com//news/world-us-canada-41487808,3 Oct 2017,['no_topics']
824,https://www.bbc.com//news/business-55177848,4 Dec 2020,"['US economy', 'Unemployment', 'Unemployment benefits', 'US politics', 'Coronavirus pandemic']"
825,https://www.bbc.com//news/uk-54699820,27 Oct 2020,['no_topics']
826,https://www.bbc.com//news/health-65954131,21 Jun 2023,"['Manchester', 'Eating disorders', 'Young people', 'Mental health']"
827,https://www.bbc.com//news/world-us-canada-64244643,16 Jan 2023,"['African-American Civil Rights Movement', 'Martin Luther King', 'United States']"
828,https://www.bbc.com//news/uk-scotland-scotland-business-55035520,23 Nov 2020,['no_topics']
829,https://www.bbc.com//news/world-us-canada-40648351,22 Jul 2017,['no_topics']
830,https://www.bbc.com//news/world-europe-51737422,10 Mar 2020,['no_topics']
831,https://www.bbc.com//news/uk-scotland-58306235,23 Aug 2021,['Scottish government']
832,https://www.bbc.com//news/uk-wales-politics-54278497,24 Sep 2020,['no_topics']
833,https://www.bbc.com//news/uk-england-bristol-64649513,15 Feb 2023,"['Sickle cell disease', 'Blood donation', 'NHS', 'Filton']"
834,https://www.bbc.com//news/uk-politics-41264964,14 Sep 2017,['no_topics']
835,https://www.bbc.com//news/uk-england-suffolk-63221127,17 Oct 2022,['no_topics']
836,https://www.bbc.com//news/world-47446243,5 Mar 2019,['no_topics']
837,https://www.bbc.com//news/world-us-canada-52872401,1 Jun 2020,['no_topics']
838,https://www.bbc.com//news/health-61598897,27 May 2022,"['Housing', 'Poverty', 'Cheshire']"
839,https://www.bbc.com//news/uk-politics-45356190,30 Aug 2018,['no_topics']
840,https://www.bbc.com//news/uk-politics-66972357,30 Sep 2023,"['Conservative Party', 'Iceland', 'Labour Party']"
841,https://www.bbc.com//news/uk-wales-politics-53722622,10 Aug 2020,['no_topics']
842,https://www.bbc.com//news/world-asia-india-64462343,1 Feb 2023,"['Asia', 'Narendra Modi', 'India']"
843,https://www.bbc.com//news/uk-england-essex-50162617,24 Oct 2019,['no_topics']
844,https://www.bbc.com//news/health-52295894,16 Apr 2020,['no_topics']
845,https://www.bbc.com//news/uk-england-london-46530919,31 Dec 2018,['no_topics']
846,https://www.bbc.com//news/world-europe-guernsey-48828860,1 Jul 2019,['no_topics']
847,https://www.bbc.com//news/uk-england-46796036,9 Jan 2019,['no_topics']
848,https://www.bbc.com//news/uk-northern-ireland-53173507,25 Jun 2020,['no_topics']
849,https://www.bbc.com//news/election-2019-50704546,9 Dec 2019,['no_topics']
850,https://www.bbc.com//news/uk-wales-57240920,25 May 2021,"['Wales', 'Black Lives Matter', 'Swansea', 'Poetry', 'Museums', 'George Floyd death']"
851,https://www.bbc.com//news/world-europe-54933217,16 Nov 2020,['no_topics']
852,https://www.bbc.com//news/world-africa-46071479,18 Dec 2018,['no_topics']
853,https://www.bbc.com//news/world-asia-53544505,26 Jul 2020,['no_topics']
854,https://www.bbc.com//news/world-us-canada-52854037,29 May 2020,['no_topics']
855,https://www.bbc.com//news/uk-england-merseyside-65582207,13 May 2023,"['Documentary photography', 'Photography', 'Toxteth', 'Liverpool']"
856,https://www.bbc.com//news/newsbeat-46443159,14 Dec 2018,['no_topics']
857,https://www.bbc.com//news/uk-49762140,9 Dec 2019,['no_topics']
858,https://www.bbc.com//news/business-48804905,29 Jun 2019,['no_topics']
859,https://www.bbc.com//news/uk-63036042,2 Nov 2022,"['Department for Work & Pensions', 'Disability', 'Mental health']"
860,https://www.bbc.com//news/uk-politics-63596885,11 Nov 2022,"['House of Commons', 'UK Parliament', 'House of Lords']"
861,https://www.bbc.com//news/election-2019-50794076,14 Dec 2019,['no_topics']
862,https://www.bbc.com//news/uk-northern-ireland-65346448,21 Apr 2023,['no_topics']
863,https://www.bbc.com//news/world-asia-50135152,23 Oct 2019,['no_topics']
864,https://www.bbc.com//news/blogs-the-papers-52584638,8 May 2020,['no_topics']
865,https://www.bbc.com//news/uk-england-berkshire-55174370,3 Dec 2020,"['Eton College', 'Eton']"
866,https://www.bbc.com//news/election-2019-50604216,29 Nov 2019,['no_topics']
867,https://www.bbc.com//news/blogs-trending-49971777,8 Oct 2019,['no_topics']
868,https://www.bbc.com//news/uk-northern-ireland-46030995,3 Nov 2018,['no_topics']
869,https://www.bbc.com//news/uk-11511714,11 Oct 2010,['no_topics']
870,https://www.bbc.com//news/world-us-canada-47753007,2 Apr 2019,['no_topics']
871,https://www.bbc.com//news/uk-england-60249864,28 Feb 2022,"['Surrey County Council', 'Kent County Council', 'West Sussex County Council', 'Personal finance', 'Council tax', 'Brighton and Hove City Council', 'East Sussex County Council', 'Medway Council']"
872,https://www.bbc.com//news/uk-northern-ireland-50129880,22 Oct 2019,['no_topics']
873,https://www.bbc.com//news/business-49625848,8 Sep 2019,['no_topics']
874,https://www.bbc.com//news/uk-48108727,30 Apr 2019,['no_topics']
875,https://www.bbc.com//news/world-asia-47805840,4 Apr 2019,['no_topics']
876,https://www.bbc.com//news/world-us-canada-57660073,2 Jul 2021,"['Republican Party', 'Democratic Party', 'Alaska', 'US politics', 'Long Reads']"
877,https://www.bbc.com//news/world-us-canada-52288760,14 Apr 2020,['no_topics']
878,https://www.bbc.com//news/world-europe-50650155,3 Dec 2019,['no_topics']
879,https://www.bbc.com//news/education-47881893,11 Apr 2019,['no_topics']
880,https://www.bbc.com//news/science-environment-47198581,12 Feb 2019,['no_topics']
881,https://www.bbc.com//news/uk-northern-ireland-57329138,2 Jun 2021,"['Belfast', 'Sinn Féin', 'Belfast City Council']"
882,https://www.bbc.com//news/business-41655859,13 Nov 2017,['no_topics']
883,https://www.bbc.com//news/uk-scotland-56970549,3 May 2021,"['Scottish Parliament election 2021', 'Scottish independence']"
884,https://www.bbc.com//news/world-us-canada-52945190,5 Jun 2020,['no_topics']
885,https://www.bbc.com//news/uk-wales-44684881,3 Jul 2018,['no_topics']
886,https://www.bbc.com//news/uk-england-london-46530919,31 Dec 2018,['no_topics']
887,https://www.bbc.com//news/world-us-canada-48640268,20 Jun 2019,['no_topics']
888,https://www.bbc.com//news/uk-england-bristol-59858989,3 Jan 2022,"['Economic inequality', 'Smoking', 'Social inequality', 'Lung cancer', 'Bristol']"
889,https://www.bbc.com//news/education-51196849,22 Jan 2020,['no_topics']
890,https://www.bbc.com//news/uk-england-61983816,30 Jun 2022,"['Rochester', 'Maidstone', 'Farnham', 'Canterbury', 'Banksy', 'Epsom']"
891,https://www.bbc.com//news/uk-politics-55945281,5 Feb 2021,"['Conservative Party', 'Kemi Badenoch', 'Boris Johnson']"
892,https://www.bbc.com//news/newsbeat-40581453,12 Jul 2017,['no_topics']
893,https://www.bbc.com//news/world-europe-62686894,26 Aug 2022,"['Viktor Orban', 'Hungary']"
894,https://www.bbc.com//news/uk-53556519,28 Jul 2020,['no_topics']
895,https://www.bbc.com//news/uk-wales-45830060,11 Oct 2018,['no_topics']
896,https://www.bbc.com//news/uk-england-bristol-59858989,3 Jan 2022,"['Economic inequality', 'Smoking', 'Social inequality', 'Lung cancer', 'Bristol']"
897,https://www.bbc.com//news/world-us-canada-52932611,5 Jun 2020,['no_topics']
898,https://www.bbc.com//news/uk-scotland-45952145,25 Oct 2018,['no_topics']
899,https://www.bbc.com//news/world-asia-50506965,22 Nov 2019,['no_topics']
900,https://www.bbc.com//news/uk-northern-ireland-59451899,28 Nov 2021,['NI Health']
901,https://www.bbc.com//news/world-us-canada-52482109,30 Apr 2020,['no_topics']
902,https://www.bbc.com//news/uk-scotland-glasgow-west-47652900,21 Mar 2019,['no_topics']
903,https://www.bbc.com//news/uk-england-oxfordshire-41764646,26 Oct 2017,['no_topics']
904,https://www.bbc.com//news/uk-england-bristol-64785711,1 Mar 2023,"['Young people', 'Bristol']"
905,https://www.bbc.com//news/world-us-canada-53311558,6 Jul 2020,['no_topics']
906,https://www.bbc.com//news/uk-46180600,12 Nov 2018,['no_topics']
907,https://www.bbc.com//news/world-us-canada-52869504,31 May 2020,['no_topics']
908,https://www.bbc.com//news/uk-scotland-43498345,22 Mar 2018,['no_topics']
909,https://www.bbc.com//news/world-europe-isle-of-man-64324318,18 Jan 2023,"['Employment tribunals', 'Whistleblowers']"
910,https://www.bbc.com//news/uk-england-sussex-41178571,6 Sep 2017,['no_topics']
911,https://www.bbc.com//news/world-41044889,4 Sep 2017,['no_topics']
912,https://www.bbc.com//news/world-latin-america-61863885,20 Jun 2022,['Colombia']
913,https://www.bbc.com//news/world-middle-east-63949566,15 Dec 2022,"['Human rights', 'Iran', 'Capital punishment', '2022 Iran protests']"
914,https://www.bbc.com//news/uk-england-gloucestershire-66226735,18 Jul 2023,"['Doctors', 'NHS', 'Liberal Democrats']"
915,https://www.bbc.com//news/world-africa-62892735,16 Sep 2022,"['Queen Elizabeth II', 'South Africa', 'Nelson Mandela']"
916,https://www.bbc.com//news/business-59326773,18 Nov 2021,"['Companies', 'Gender pay gap', 'Employment', 'Pay']"
917,https://www.bbc.com//news/world-europe-43866700,23 Apr 2018,['no_topics']
918,https://www.bbc.com//news/uk-politics-42429673,2 Jan 2018,['no_topics']
919,https://www.bbc.com//news/in-pictures-44303436,31 May 2018,['no_topics']
920,https://www.bbc.com//news/uk-scotland-40642594,18 Jul 2017,['no_topics']
921,https://www.bbc.com//news/blogs-trending-48296557,19 May 2019,['no_topics']
922,https://www.bbc.com//news/world-africa-55889766,1 Feb 2021,"['South Africa', 'Poaching', 'Rhinos']"
923,https://www.bbc.com//news/world-55793575,25 Jan 2021,"['Coronavirus lockdown measures', 'Poverty', 'Economics', 'Oxfam']"
924,https://www.bbc.com//news/business-59466051,2 Dec 2021,"['Money', 'Personal finance', 'Charities', 'Life', 'Lifestyle']"
925,https://www.bbc.com//news/uk-england-south-yorkshire-63304617,19 Oct 2022,"['Cycling', 'Doncaster']"
926,https://www.bbc.com//news/uk-scotland-scotland-politics-63970596,15 Dec 2022,"['Scottish government', 'Scotland economy', 'John Swinney', 'UK taxes', 'Scottish Parliament', 'Scottish Budget']"
927,https://www.bbc.com//news/uk-politics-40498232,15 Jul 2017,['no_topics']
928,https://www.bbc.com//news/uk-england-bristol-49969909,17 Oct 2019,['no_topics']
929,https://www.bbc.com//news/business-56359863,22 Mar 2021,"['Money', 'Personal finance', 'Personal debt']"
930,https://www.bbc.com//news/entertainment-arts-53624613,2 Aug 2020,"['Lewis Capaldi', 'Jess Glynne', 'Years & Years', 'Little Mix', 'Nile Rodgers', 'Music', 'The 1975']"
931,https://www.bbc.com//news/uk-politics-56515028,25 Mar 2021,"['Coronavirus lockdown measures', 'Social care', 'Coronavirus testing', 'NHS']"
932,https://www.bbc.com//news/election-2019-50291676,11 Dec 2019,['no_topics']
933,https://www.bbc.com//news/world-us-canada-52917986,4 Jun 2020,['no_topics']
934,https://www.bbc.com//news/uk-england-tyne-57990047,28 Jul 2021,"['Stockton-on-Tees Borough Council', 'Redcar and Cleveland Borough Council', 'Newcastle City Council', 'Children', 'Department for Education', 'Gateshead Council', 'Sunderland City Council', 'North Tyneside Council', 'Middlesbrough Borough Council', 'Northumberland County Council', 'Social care', 'South Tyneside Council', 'Durham County Council', 'Hartlepool Borough Council', 'Darlington Borough Council']"
935,https://www.bbc.com//news/uk-politics-55337562,16 Dec 2020,"['Kemi Badenoch', 'Black Lives Matter', 'Boris Johnson', 'Racism', 'George Floyd death']"
936,https://www.bbc.com//news/world-latin-america-42789249,23 Jan 2018,['no_topics']
937,https://www.bbc.com//news/uk-wales-55314098,27 Dec 2020,"['Wales', 'Black Lives Matter', 'Racism', 'George Floyd death', 'Coronavirus pandemic']"
938,https://www.bbc.com//news/business-60053919,19 Jan 2022,['Money']
939,https://www.bbc.com//news/world-asia-64874853,7 Mar 2023,"['Tokyo', 'Women', 'Japan']"
940,https://www.bbc.com//news/uk-scotland-45210397,16 Aug 2018,['no_topics']
941,https://www.bbc.com//news/uk-42515637,29 Dec 2017,['no_topics']
942,https://www.bbc.com//news/health-44567824,26 Jun 2018,['no_topics']
943,https://www.bbc.com//news/uk-scotland-57648603,29 Jun 2021,['no_topics']
944,https://www.bbc.com//news/51628295,1 Mar 2020,['no_topics']
945,https://www.bbc.com//news/uk-wales-64019716,19 Dec 2022,"['Poverty', 'Welsh government', 'Mental health']"
946,https://www.bbc.com//news/business-59326773,18 Nov 2021,"['Companies', 'Gender pay gap', 'Employment', 'Pay']"
947,https://www.bbc.com//news/uk-politics-60216307,2 Feb 2022,"['Michael Gove', 'Levelling up', 'Economic inequality', 'Social inequality', 'Boris Johnson']"
948,https://www.bbc.com//news/uk-northern-ireland-40339450,20 Jun 2017,['no_topics']
949,https://www.bbc.com//news/entertainment-arts-54792474,3 Nov 2020,['no_topics']
950,https://www.bbc.com//news/uk-politics-47305860,1 Mar 2019,['no_topics']
951,https://www.bbc.com//news/world-europe-53212504,29 Jun 2020,['no_topics']
952,https://www.bbc.com//news/uk-scotland-scotland-politics-44918644,22 Jul 2018,['no_topics']
953,https://www.bbc.com//news/uk-scotland-45952145,25 Oct 2018,['no_topics']
954,https://www.bbc.com//news/world-asia-50506965,22 Nov 2019,['no_topics']
955,https://www.bbc.com//news/world-europe-54933217,16 Nov 2020,['no_topics']
956,https://www.bbc.com//news/world-africa-46071479,18 Dec 2018,['no_topics']
957,https://www.bbc.com//news/newsbeat-57567647,22 Jun 2021,"['Social media', 'Racism', 'Life', 'George Floyd death', 'Race and ethnicity']"
958,https://www.bbc.com//news/world-asia-53544505,26 Jul 2020,['no_topics']
959,https://www.bbc.com//news/uk-england-beds-bucks-herts-59078994,28 Oct 2021,"['Levelling up', 'Luton', 'Budget 2021', 'Luton Borough Council']"
960,https://www.bbc.com//news/world-latin-america-62775585,3 Sep 2022,['Colombia']
961,https://www.bbc.com//news/education-58189425,12 Aug 2021,"['GCSEs', 'Social mobility', 'Impact of the COVID-19 pandemic on children', 'Exams']"
962,https://www.bbc.com//news/world-us-canada-52952237,6 Jun 2020,['no_topics']
963,https://www.bbc.com//news/uk-england-birmingham-55220950,8 Dec 2020,"['Wolverhampton', 'Self-isolation', 'Coronavirus pandemic']"
964,https://www.bbc.com//news/uk-politics-41332364,24 Oct 2017,['no_topics']
965,https://www.bbc.com//news/uk-politics-47388942,27 Feb 2019,['no_topics']
966,https://www.bbc.com//news/uk-england-bristol-64617093,18 Feb 2023,['Representation']
967,https://www.bbc.com//news/uk-wales-64875843,8 Mar 2023,"['Wales', 'Endometriosis', ""Women's health"", 'Waiting times', 'Welsh government', 'NHS Wales', 'NHS']"
968,https://www.bbc.com//news/world-55773591,23 Jan 2021,"['Coronavirus lockdown measures', 'Self-isolation']"
969,https://www.bbc.com//news/business-47030362,30 Jan 2019,['no_topics']
970,https://www.bbc.com//news/uk-wales-43669539,9 Apr 2018,['no_topics']
971,https://www.bbc.com//news/uk-wales-56834362,22 Apr 2021,"['Wales', 'Poverty', 'Food banks', 'Welsh Parliament election 2021']"
972,https://www.bbc.com//news/uk-england-61983816,30 Jun 2022,"['Rochester', 'Maidstone', 'Farnham', 'Canterbury', 'Banksy', 'Epsom']"
973,https://www.bbc.com//news/uk-politics-42034392,17 Nov 2017,['no_topics']
974,https://www.bbc.com//news/world-europe-56663222,7 Apr 2021,"['Theatre', 'France', 'Emmanuel Macron']"
975,https://www.bbc.com//news/uk-england-leicestershire-55938335,6 Feb 2021,"[""Down's syndrome"", 'Coronavirus vaccines', 'Barlestone', 'Disability']"
976,https://www.bbc.com//news/business-51117846,15 Jan 2020,['no_topics']
977,https://www.bbc.com//news/world-africa-47240160,14 Feb 2019,['no_topics']
978,https://www.bbc.com//news/uk-england-tees-65091071,28 Mar 2023,"['Depression', 'Darlington', 'NHS', 'Mental health']"
979,https://www.bbc.com//news/uk-wales-57240920,25 May 2021,"['Wales', 'Black Lives Matter', 'Swansea', 'Poetry', 'Museums', 'George Floyd death']"
980,https://www.bbc.com//news/world-latin-america-61216250,26 Apr 2022,"['Coronavirus vaccines', 'Jair Bolsonaro', 'Brazil', 'Rio Carnival']"
981,https://www.bbc.com//news/world-us-canada-47753007,2 Apr 2019,['no_topics']
982,https://www.bbc.com//news/world-europe-guernsey-59247287,11 Nov 2021,"['Unemployment', 'States of Guernsey']"
983,https://www.bbc.com//news/world-europe-64246850,12 Jan 2023,"['School uniform', 'Emmanuel Macron']"
984,https://www.bbc.com//news/uk-42601477,8 Jan 2018,['no_topics']
985,https://www.bbc.com//news/uk-wales-64019716,19 Dec 2022,"['Poverty', 'Welsh government', 'Mental health']"
986,https://www.bbc.com//news/business-40597541,25 Jul 2017,['no_topics']
987,https://www.bbc.com//news/business-55735108,21 Jan 2021,"['Companies', 'Unilever']"
988,https://www.bbc.com//news/world-latin-america-50779466,13 Dec 2019,['no_topics']
989,https://www.bbc.com//news/uk-wales-59987507,16 Jan 2022,"['Wales', 'Poverty', 'Money', 'Personal finance', 'Cardiff', 'Food banks', 'Cost of living', 'Universal Credit']"
990,https://www.bbc.com//news/world-africa-59838432,1 Jan 2022,"['Desmond Tutu', 'South Africa']"
991,https://www.bbc.com//news/uk-scotland-43559726,27 Mar 2018,['no_topics']
992,https://www.bbc.com//news/world-australia-46913913,22 Jan 2019,['no_topics']
993,https://www.bbc.com//news/world-48114220,3 May 2019,['no_topics']
994,https://www.bbc.com//news/uk-northern-ireland-59228546,10 Nov 2021,['SDLP (Social Democratic and Labour Party)']
995,https://www.bbc.com//news/uk-england-essex-50162617,24 Oct 2019,['no_topics']
996,https://www.bbc.com//news/uk-wales-politics-53722622,10 Aug 2020,['no_topics']
997,https://www.bbc.com//news/world-asia-india-64462343,1 Feb 2023,"['Asia', 'Narendra Modi', 'India']"
998,https://www.bbc.com//news/business-48628678,14 Jun 2019,['no_topics']
999,https://www.bbc.com//news/uk-england-bristol-67006633,12 Oct 2023,['Bristol']
1000,https://www.bbc.com//news/technology-40570592,30 Jul 2017,['no_topics']
1001,https://www.bbc.com//news/world-europe-48615911,14 Jun 2019,['no_topics']
1002,https://www.bbc.com//news/newsbeat-45474286,12 Sep 2018,['no_topics']
1003,https://www.bbc.com//news/world-latin-america-19356356,20 Nov 2017,['no_topics']
1004,https://www.bbc.com//news/world-europe-43324406,8 Mar 2018,['no_topics']
1005,https://www.bbc.com//news/world-us-canada-57176500,19 May 2021,"['Police brutality', 'France', 'Black Lives Matter', 'George Floyd death']"
1006,https://www.bbc.com//news/world-europe-38582121,13 Jan 2017,['no_topics']
1007,https://www.bbc.com//news/uk-england-tyne-63790783,29 Nov 2022,"['Bishop Auckland', 'University of Durham', 'Donald Trump', 'George W Bush', 'Durham']"
1008,https://www.bbc.com//news/business-50459541,18 Nov 2019,['no_topics']
1009,https://www.bbc.com//news/uk-52894225,2 Jun 2020,['no_topics']
1010,https://www.bbc.com//news/uk-66866879,21 Sep 2023,['Women']
1011,https://www.bbc.com//news/uk-politics-51476079,12 Feb 2020,['no_topics']
